OrbitalSpeed;SurfaceSpeed;TerminalVelocity;Altitude;Mass;Thrust
789.0852853432897;513.4755245292441;inf;348248.08874825214;5966.32177734375;240000.0
830.5624830314817;554.9628400760515;inf;348195.8547795159;5885.79638671875;240000.0
872.6058770580134;597.0134609240139;inf;348140.4449833541;5805.27197265625;240000.0
915.2307131117069;639.6430005964169;inf;348081.9783058716;5724.74755859375;240000.0
958.4529898757145;682.8677832633751;inf;348020.5827704241;5644.22265625;240000.0
1002.2895370410546;726.7049512481985;inf;347956.3948792905;5563.69775390625;240000.0
1046.7579781592103;771.1723901662215;inf;347889.55940484407;5483.17333984375;240000.0
1091.8767060914608;816.2887010263374;inf;347820.23053697066;5402.6484375;240000.0
1137.6649911415957;862.0733411847093;inf;347748.57272749697;5322.1240234375;240000.0
1184.1430763270291;908.5467321442027;inf;347674.7606918204;5241.59912109375;240000.0
1231.3321644736318;955.7302339719406;inf;347598.9795101936;5161.07421875;240000.0
1279.254453099493;1003.6461736780597;inf;347521.42555712967;5080.5498046875;240000.0
1327.933240505009;1052.3179691553885;inf;347442.30729854153;5000.025390625;240000.0
1377.3930206488449;1101.7702286350448;inf;347361.8455560233;4919.50048828125;240000.0
1427.6595030595606;1152.0287628892847;inf;347280.27399969916;4838.9755859375;240000.0
1478.7596934108833;1203.1206668174775;inf;347197.8400777001;4758.451171875;240000.0
1530.722012208761;1255.0744449915574;inf;347114.8057983102;4677.92626953125;240000.0
1583.5763835905761;1307.920100855427;inf;347031.4483291472;4597.40185546875;240000.0
1637.354331662563;1361.6892314559282;inf;346948.0607571632;4516.876953125;240000.0
1692.0890816932626;1416.4151275460517;inf;346864.953193048;4436.3525390625;240000.0
1747.8156871222752;1472.132904443357;inf;346782.4539126544;4355.82763671875;240000.0
1804.5711962626292;1528.879670875674;inf;346700.91027952975;4275.302734375;240000.0
1862.3947224275348;1586.6945913751708;inf;346620.6901182092;4194.7783203125;240000.0
1921.3274522061345;1645.6188863788466;inf;346542.1845878648;4114.25341796875;240000.0
1931.9691631667567;1656.276737048909;inf;346468.02867148037;4100.04345703125;0.0
1932.1266149781254;1656.4566435291374;inf;346390.8725211591;4100.04345703125;0.0
1932.2840892004815;1656.6365716274559;inf;346313.71168896114;4100.04345703125;0.0
1932.4384967775798;1656.812991945608;inf;346238.05959050404;4100.04345703125;0.0
1932.5960133687834;1656.9929605577986;inf;346160.89046901395;4100.04345703125;0.0
1932.7535503406425;1657.1729484696332;inf;346083.7176593259;4100.04345703125;0.0
1932.9111070126824;1657.3529549045147;inf;346006.5414951012;4100.04345703125;0.0
1933.0686827129673;1657.5329790937558;inf;345929.36230968405;4100.04345703125;0.0
1933.2262767738519;1657.7130202725891;inf;345852.18043845997;4100.04345703125;0.0
1933.3838885116093;1657.8930776608272;inf;345774.9962153324;4100.04345703125;0.0
1933.5415172318123;1658.0731504668731;inf;345697.80997578835;4100.04345703125;0.0
1933.6991622674207;1658.2532379273307;inf;345620.6220542056;4100.04345703125;0.0
1933.8568229439118;1658.4333392709168;inf;345543.43278478563;4100.04345703125;0.0
1934.0144985997342;1658.6134537389619;inf;345466.24250379717;4100.04345703125;0.0
1934.172188526683;1658.7935805263617;inf;345389.0515466309;4100.04345703125;0.0
1934.32989203216;1658.973718844378;inf;345311.8602476446;4100.04345703125;0.0
1934.4876084603036;1659.153867939797;inf;345234.6689430345;4100.04345703125;0.0
1934.642244263811;1659.3304943785322;inf;345158.99151244387;4100.04345703125;0.0
1934.7999842153138;1659.5106624632642;inf;345081.8011886835;4100.04345703125;0.0
1934.957735056336;1659.6908390037324;inf;345004.6118606959;4100.04345703125;0.0
1935.1154960806386;1659.8710231966986;inf;344927.42386562563;4100.04345703125;0.0
1935.2732665841747;1660.051214241611;inf;344850.2375387178;4100.04345703125;0.0
1935.4310458979908;1660.2314113723908;inf;344773.05321726005;4100.04345703125;0.0
1935.5888333592288;1660.411613829466;inf;344695.87123726576;4100.04345703125;0.0
1935.7466282671344;1660.5918208148037;inf;344618.6919374947;4100.04345703125;0.0
1935.9013357303231;1660.7684979766289;inf;344543.02888261375;4100.04345703125;0.0
1936.0591433392372;1660.948711598169;inf;344465.8558824471;4100.04345703125;0.0
1936.2138619050284;1661.1253937301747;inf;344390.19965290383;4100.04345703125;0.0
1936.3716795441915;1661.3056109363001;inf;344313.03427707043;4100.04345703125;0.0
1936.52950122157;1661.485828781444;inf;344235.8732542491;4100.04345703125;0.0
1936.6842315505594;1661.6625127450582;inf;344160.22974389454;4100.04345703125;0.0
1936.8420591429237;1661.8427294881435;inf;344083.0783385803;4100.04345703125;0.0
1936.9998886890164;1662.0229444971137;inf;344005.9322928885;4100.04345703125;0.0
1937.1577195333043;1662.2031570192391;inf;343928.79194597807;4100.04345703125;0.0
1937.3155509501544;1662.3833662325821;inf;343851.65763455944;4100.04345703125;0.0
1937.4733822625165;1662.563571362129;inf;343774.52969964116;4100.04345703125;0.0
1938.5279930598913;1663.639484122159;inf;343697.78538494953;551.0;0.0
1938.6855147158194;1663.819314151141;inf;343620.7856958761;551.0;0.0
1938.8430262813015;1663.9991287213886;inf;343543.79725146;551.0;0.0
1939.0005270589331;1664.1789270388724;inf;343466.82039100677;551.0;0.0
1939.1580163526535;1664.3587083107834;inf;343389.8554539897;551.0;0.0
1939.3154934663244;1664.5384717443246;inf;343312.90278062085;551.0;0.0
1939.4729576648333;1664.7182165082475;inf;343235.9627103335;551.0;0.0
1939.6304083091463;1664.8979418660317;inf;343159.0355832911;551.0;0.0
1939.7878446397542;1665.0776469619866;inf;343082.1217392642;551.0;0.0
1939.9452659727874;1665.257331015602;inf;343005.2215186906;551.0;0.0
1940.1026716582396;1665.4369932801212;inf;342928.3352615553;551.0;0.0
1940.26006094316;1665.6166329057276;inf;342851.4633087792;551.0;0.0
1940.417433112424;1665.7962490811158;inf;342774.6060003467;551.0;0.0
1940.5747875132968;1665.975841056649;inf;342697.7636769309;551.0;0.0
1940.7321234161623;1666.1554080060475;inf;342620.9366794304;551.0;0.0
1940.8894401005696;1666.3349491121794;inf;342544.1253482858;551.0;0.0
1941.0467369192384;1666.5144636312766;inf;342467.3300245885;551.0;0.0
1941.2040131197925;1666.693950714388;inf;342390.55104920303;551.0;0.0
1941.3612680208616;1666.8734095831978;inf;342313.7887635357;551.0;0.0
1941.518500909342;1667.0528394284677;inf;342237.0435084852;551.0;0.0
1941.6757110689255;1667.2322394375553;inf;342160.3156249897;551.0;0.0
1941.832897810064;1667.4116088238918;inf;342083.6054547755;551.0;0.0
1941.990060454618;1667.590946812423;inf;342006.9133393181;551.0;0.0
1942.1471982469475;1667.770252551401;inf;341930.239620151;551.0;0.0
1942.3043105077074;1667.9495252648137;inf;341853.58463874063;551.0;0.0
1942.4613965225506;1668.1287641420927;inf;341776.94873652793;551.0;0.0
1942.6184555717077;1668.307968366667;inf;341700.3322556779;551.0;0.0
1942.7754869753394;1668.4871371620914;inf;341623.73553779593;551.0;0.0
1942.9324900042036;1668.6662697030217;inf;341547.15892480477;551.0;0.0
1943.0894639320418;1668.8453651666173;inf;341470.60275892715;551.0;0.0
1943.246408104391;1669.024422801657;inf;341394.0673817883;551.0;0.0
1943.4033217676483;1669.2034417582056;inf;341317.5531359357;551.0;0.0
1943.5571284345845;1669.3789122578191;inf;341242.5600131701;551.0;0.0
